24 HOUR VOLUME COUNT LOCATIONS,NB TOTAL,SB TOTAL,EB TOTAL, WB TOTOAL,TOTAL VOLUME,DATE,Lost time (l),Saturation headway(h),Green delay time (l+h.n)
"Rio Grande St, 2300 blk - North of W. 23rd St",5213,n/a,,,5213,11/28/2007 0:00,4,2,10430
"Rio Grande St, 2800 blk - South of W. 28 1/2 St",3335,n/a,,,3335,5/9/2007 0:00,4,2,6674
"Rio Grande St, 600 blk - North of W. 6th St",872,1398,,,2270,1/27/2010 0:00,4,2,4544
"Rio Grande St, 600 blk - North of W. 6th St",1416,1698,,,3114,1/21/2010 0:00,4,2,6232
"Rio Grande St, 900 blk - North of W. 9th St",1366,1103,,,2469,1/27/2010 0:00,4,2,4942
"Rio Grande St, 900 blk - North of W. 9th St",1275,1268,,,2543,1/21/2010 0:00,4,2,5090
"Rio Grande St, 900 blk - North of W. 9th St",1393,1282,,,2675,1/11/2001 0:00,4,2,5354
"Riva Ridge Rd, 3300 blk - North of Lookout Lane",950,363,,,1313,9/23/2014 0:00,4,2,2630
"Rive Ridge Rd, 3100 blk - South of Cavalcade Court",946,461,,,1407,2/28/2013 0:00,4,2,2818
"River Place Blvd, 5600 blk - South of Gold Yarrow Dr",2861,3096,,,5957,8/20/2003 0:00,4,2,11918
"River Place Blvd, 6200 blk - North of Milky Way Dr",3723,3864,,,7587,6/7/2010 0:00,4,2,15178
"River Place Blvd, 6600 blk - North of Bonaventure Dr",4291,4197,,,8488,8/20/2003 0:00,4,2,16980
"River Place Blvd, 6800 blk - South of Four Points Blvd",3654,3715,,,7369,8/20/2003 0:00,4,2,14742
"River Place Blvd, 7000 blk - North of Four Points Blvd",73,77,,,150,8/20/2003 0:00,4,2,304
"River Plantation Dr, 10500 blk - North of Interlachen Ln",665,646,,,1311,2/21/2013 0:00,4,2,2626
"River Plantation Dr, 10800 blk - North of Olympia Fields Loop",440,442,,,882,2/21/2013 0:00,4,2,1768
"River Plantation, 10200 blk - North of La Costa Dr ",,326,,,326,9/6/2011 0:00,4,2,656
"River Plantation, 10300 blk - South of La Costa Dr",714,,,,714,9/15/2011 0:00,4,2,1432
"River St, 700 blk - East of Rainy St",,,991,1514,2505,2/9/2010 0:00,4,2,5014
"River St, At signal and East of East Ave",,,1042,1311,2353,2/4/2010 0:00,4,2,4710
"Rivercrest Dr, 3000 blk - North of Hillbilly Ln",286,296,,,582,7/19/2004 0:00,4,2,1168
"Riverside Dr East, 1000 blk - West of IH 35 ESR",,,14705,14081,28786,2/23/2009 0:00,4,2,57576
"Riverside Dr East, 1600 blk - West of Lake Shore Blvd",,,25198,29448,54646,6/27/2005 0:00,4,2,109296
"Riverside Dr East, 1900 blk - East of Parker Ln",,,21547,25316,46863,3/29/2005 0:00,4,2,93730
"Riverside Dr East, 1900 blk - East of Parker Ln",,,20550,24165,44715,3/9/2004 0:00,4,2,89434
"Riverside Dr East, 200 blk - West of Newning Ave",,,16045,16268,32313,6/27/2005 0:00,4,2,64630
"Riverside Dr East, 2400 blk - East of Willow Creek Dr",,,21199,25802,47001,3/29/2005 0:00,4,2,94006
"Riverside Dr East, 2400 blk - East of Willow Creek Dr",,,20641,24649,45290,3/9/2004 0:00,4,2,90584
"Riverside Dr East, 2400 blk - West of S. Pleasant Valley Rd",,,17248,22144,39392,2/23/2009 0:00,4,2,78788
"Riverside Dr East, 300 blk - East of Congress Ave",,,15028,13949,28977,1/25/2011 0:00,4,2,57958
"Riverside Dr East, 300 blk - East of Congress Ave",,,14589,14267,28856,2/23/2009 0:00,4,2,57716
"Riverside Dr East, 4700 blk - West of Crossing Place",,,19929,21884,41813,3/29/2005 0:00,4,2,83630
"Riverside Dr East, 5600 blk- East of Faro Dr",,,15484,16550,32034,3/30/2005 0:00,4,2,64072
"Riverside Dr East, 6100 blk - West of Montopolis Dr",,,10671,11407,22078,2/23/2009 0:00,4,2,44160
"Riverside Dr East, 6100 blk - West of Montopolis Dr",,,11445,12528,23973,3/30/2005 0:00,4,2,47950
"Riverside Dr East, 6700 blk - East of Thrasher Ln",,,9225,9825,19050,3/30/2005 0:00,4,2,38104
"Riverside Dr East, 7100 blk - West of Ben White Blvd",,,8317,8679,16996,2/23/2009 0:00,4,2,33996
"Riverside Dr West, 700 blk - East of Roundabout",,,,5517,5517,10/10/2011 0:00,4,2,11038
"Riverside Dr West, 900 blk - East of S. Lamar Blvd",,,2386,7579,9965,9/20/2006 0:00,4,2,19934
"Riverside Dr West, 900 blk - East of S. Lamar Blvd",,,2731,7732,10463,5/1/2006 0:00,4,2,20930
"Riverside Dr West, 900 blk - East of S. Lamar Blvd",,,1814,6401,8215,2/7/2006 0:00,4,2,16434
"Riverside Dr West, 900 blk - East of S. Lamar Blvd",,,3479,8713,12192,4/13/2005 0:00,4,2,24388
"Riverside Dr West, 900 blk - East of S. Lamar Blvd",,,3188,9029,12217,4/4/2005 0:00,4,2,24438
"Riverside Dr West, 900 blk - West of the Roundabout",,,2590,6365,8955,10/1/2008 0:00,4,2,17914
"Riverside Dr West, 900 blk - West of the Roundabout",,,2449,7439,9888,6/5/2007 0:00,4,2,19780
"RM 2222, 1200 blk (W. Koening Ln) - West of Grover Ave",,,11295,10955,22250,2/4/2002 0:00,4,2,44504
"RM 2222, 2700 blk (Allendale Rd) - East of Shoal Creek Blvd",,,12841,12325,25166,2/4/2002 0:00,4,2,50336
"RM 2222, 300 blk (E. Koenig Ln) - West of Duval St",,,12778,12566,25344,2/4/2002 0:00,4,2,50692
"Robbie Dr, 8600 blk - North of Cime Serena",1265,414,,,1679,5/6/2002 0:00,4,2,3362
"Robert E Lee Rd, 1100 blk - South of Barton Hills Dr",2121,2209,,,4330,10/7/2002 0:00,4,2,8664
"Robert Mueller Blvd, 4900 blk - North of Philomena",2871,3557,,,6428,3/4/2010 0:00,4,2,12860
"Robert Mueller Blvd, 4900 blk - North of Philomena",2639,3276,,,5915,7/23/2009 0:00,4,2,11834
"Robert Mueller Blvd, 5000 blk - North of Barbara Jordan Blvd",3478,2817,,,6295,3/4/2010 0:00,4,2,12594
"Robert Mueller Blvd, 5000 blk - North of Barbara Jordan Blvd",3283,2550,,,5833,7/23/2009 0:00,4,2,11670
"Robert Mueller Blvd, 5000 blk - South of East 51st St",2453,2707,,,5160,1/21/2014 0:00,4,2,10324
"Robert T Martinez Jr St, 300 blk - South of Santa Maria St",1491,1912,,,3403,2/19/2009 0:00,4,2,6810
"Robert T Martinez Jr St, 400 blk - South of Santa Rosa St",1630,1647,,,3277,2/24/2010 0:00,4,2,6558
"Robert T Martinez Jr St, 600 blk - North of East 6th St",1801,2299,,,4100,11/18/2003 0:00,4,2,8204
"Robert T Martinez Jr St, 80 blk - North of Garden St",1164,1200,,,2364,3/2/2010 0:00,4,2,4732
"Robert T Martinez Jr St, 80 blk - North of Garden St",987,1024,,,2011,2/19/2009 0:00,4,2,4026
"Robinson Ave, 3700 blk - South of East 38th 1/2 St",78,289,,,367,3/30/2004 0:00,4,2,738
"Rochelle Dr, 2900 blk - East of Ivanhoe Trail",,,577,331,908,2/14/2013 0:00,4,2,1820
"Rockmoor Ave, 1600 blk - South of Bonnie Rd",53,93,,,146,11/3/2003 0:00,4,2,296
"Rockmoor Ave, 1800 blk - North of Cherry Ln",536,584,,,1120,2/3/2003 0:00,4,2,2244
"Rockmoor Ave, 2200 blk - South of Windsor Rd",568,475,,,1043,8/13/2008 0:00,4,2,2090
"Rockmoor Ave, 2200 blk - South of Windsor Rd",556,549,,,1105,5/20/2003 0:00,4,2,2214
"Rockmoor Ave, 2400 blk - North of Windsor Rd",70,56,,,126,5/20/2003 0:00,4,2,256
"Rockridge Dr, 2400 blk - West of Rockridge Court",,,145,192,337,4/16/2014 0:00,4,2,678
"Rockwood Ln, 7900 blk - South of Ashdale Dr",2432,1909,,,4341,5/24/2010 0:00,4,2,8686
"Rockwood Ln, 7900 blk - South of Ashdale Dr",2430,2087,,,4517,4/10/2007 0:00,4,2,9038
"Rockwood Ln, 8000 blk - North of Boxdale Dr",2272,1653,,,3925,2/21/2012 0:00,4,2,7854
"Rockwood Ln, 8100 blk - South of Firwood Dr",2185,1637,,,3822,5/24/2010 0:00,4,2,7648
"Rockwood Ln, 8100 blk - South of Firwood Dr",1667,2258,,,3925,4/10/2007 0:00,4,2,7854
"Rockwood Ln, 8300 blk - North of Charlwood Dr",983,1192,,,2175,2/21/2012 0:00,4,2,4354
"Rockwood Ln, 8300 blk - South of Penny Ln",944,1159,,,2103,5/24/2010 0:00,4,2,4210
"Rockwood Ln, 8300 blk - South of Penny Ln",1037,1300,,,2337,4/10/2007 0:00,4,2,4678
"Rockwood Ln, 8600 blk - West of Burnet Rd",,,1706,1777,3483,5/24/2010 0:00,4,2,6970
"Rockwood Ln, 8600 blk - West of Burnet Rd",,,1939,1909,3848,4/10/2007 0:00,4,2,7700
"Rogge Ln, 1900 blk - East of Ridgemont Dr",,,762,819,1581,2/24/2010 0:00,4,2,3166
"Rogge Ln, 1900 blk - East of Ridgemont Dr",,,798,868,1666,2/18/2009 0:00,4,2,3336
"Rogge Ln, 1900 blk - East of Ridgemont Dr",,,1123,1276,2399,4/24/2001 0:00,4,2,4802
"Rogge Ln, 2500 blk - East of Coventry Ln",,,1688,1842,3530,4/24/2001 0:00,4,2,7064
"Roland Johnson Dr, 6900 blk - North of Huntland Dr",1787,966,,,2753,4/16/2003 0:00,4,2,5510
"Roland Johnson Dr, 7100 blk - South of E. St Johns Ave",1901,788,,,2689,4/16/2003 0:00,4,2,5382
Rolling Hill Dr 12300 blk- North of Blue Water Dr ,114,156,,,270,2/1/2012 0:00,4,2,544
"Rolling Oaks Trail, 9300 blk - East of Grand Oak Dr",,,190,428,618,1/14/2003 0:00,4,2,1240
"Rolling Oaks Trail, 9300 blk - West of Talleyran Dr",,,354,426,780,3/1/2012 0:00,4,2,1564
"Romeria Dr, 1200 blk - West of Grover Ave",,,358,357,715,9/12/2007 0:00,4,2,1434
"Romeria Dr, 1300 blk - East of Woodrow Ave",,,343,340,683,10/1/2013 0:00,4,2,1370
"Romeria Dr, 1300 blk - East of Woodrow Ave",,,343,340,683,10/1/2013 0:00,4,2,1370
"Romeria Dr, 1900 blk - West of Camino Real",,,297,269,566,7/22/2003 0:00,4,2,1136
"Rosedale Ave, 4100 blk - South of W. 42nd St",110,121,,,231,2/4/2003 0:00,4,2,466
"Rosedale Ave, 4200 blk - South of W. 43rd St",175,198,,,373,4/16/2008 0:00,4,2,750
"Rosedale Ave, 4300 blk - South of W. 44th St",196,178,,,374,2/4/2003 0:00,4,2,752
"Rosedale Ave, 4600 blk - South of W. 47th St",194,82,,,276,4/16/2008 0:00,4,2,556
"Rosedale Ave, 4600 blk - South of W. 47th St",149,57,,,206,11/3/2003 0:00,4,2,416
"Rosethorn Dr, 11900 blk - South of Snow Finch Rd",148,201,,,349,3/20/2003 0:00,4,2,702
"Rosewood Ave, 1400 blk - North of Angelina",3198,3560,,,6758,9/13/2006 0:00,4,2,13520
"Ross Rd, 6200 blk - North of Pearce Ln",2552,1861,,,4413,2/1/2005 0:00,4,2,8830
"Rowood Rd, 4500 blk - North of Fairwood Rd",67,60,,,127,10/6/2008 0:00,4,2,258
"Royal Crest Dr, 1700 blk - North of Woodland Ave",1354,1283,,,2637,10/14/2003 0:00,4,2,5278
"Royal Hill Dr, 1700 blk - West of Little Valley Cv",,,1281,864,2145,11/5/2008 0:00,4,2,4294
"Rufus Drive, 7000 blk - South of West Lisa Drive",190,177,,,367,9/19/2012 0:00,4,2,738
"Rundberg Ln East, 1100 blk - West of Teasdale Terrace",11378,9811,,,21189,7/5/2006 0:00,4,2,42382
"Rundberg Ln East, 900 blk - West of North Plaza",,,13708,12552,26260,2/3/2004 0:00,4,2,52524
"Rundberg Ln West, 100 blk - West of Georgian Dr",,,15963,16718,32681,4/16/2003 0:00,4,2,65366
"Rundberg Ln West, 900 blk - East of Quail Field Dr",,,7012,7098,14110,7/27/2004 0:00,4,2,28224
"Rundberg Ln West, 900 blk - East of Quail Field Dr",,,8529,8691,17220,3/19/2001 0:00,4,2,34444
"Rundell Place, 2000 blk - East of Ann Arbor Ave",,,465,511,976,10/28/2013 0:00,4,2,1956
"Rundell Place, 2000 blk - West of Bluebonnet Ln",,,756,554,1310,4/10/2002 0:00,4,2,2624
"Running Water Dr, 7400 blk - At Tara Dr",1035,1017,,,2052,10/28/2014 0:00,4,2,4108
"Running Water Dr, 7500 blk - North of Tara Dr",771,686,,,1457,12/2/2003 0:00,4,2,2918
"Running Water Dr, 7600 blk - South of Tara Dr",763,796,,,1559,12/2/2003 0:00,4,2,3122
"Russet Hill Dr, 4800 blk - North of M.L.K. Blvd",188,174,,,362,6/17/2004 0:00,4,2,728
"Rustic Rock Dr, 11400 blk - North of Spicewood Springs Rd",589,608,,,1197,1/6/2003 0:00,4,2,2398
"Rustic Rock Dr, 11500 blk - West of Four Iron Dr",,,360,318,678,1/6/2003 0:00,4,2,1360
"Rutgers Ave, 7700 blk - South of Barbara St",292,352,,,644,11/13/2007 0:00,4,2,1292
"Rutherford Ln, 1100 blk - West of Connor Ln",,,4698,2972,7670,10/21/2013 0:00,4,2,15344
"Rutherford Ln, 1200 blk - West of Brettonwoods Ln",,,5427,3070,8497,10/11/2006 0:00,4,2,16998
"Rutherford Ln, 1200 blk - West of Brettonwoods Ln",,,6145,2797,8942,10/15/2004 0:00,4,2,17888
"Rutland Dr, 2400 blk -  West of McKalla Dr",,,8677,8853,17530,2/13/2007 0:00,4,2,35064
"Rutland Dr, 900 blk - East of Park Village Dr",,,7155,6672,13827,2/25/2010 0:00,4,2,27658
"Rutland Dr, 900 blk - East of Park Village Dr",,,7190,6568,13758,2/18/2009 0:00,4,2,27520
"Ryan Dr, 6900 blk - South of St. John's Circle",162,146,,,308,8/23/2007 0:00,4,2,620
"Sahara Avenue, 900 blk - West of Cougar Dr ",,,464,384,848,11/14/2011 0:00,4,2,1700
"Salado St, 2600 blk - North of W. 26th St",n/a,1962,,,1962,5/9/2007 0:00,4,2,3928
"Salado St, 2800 blk - South of W. 28th 1/2 St                  1-way SB",n/a,1341,,,1341,10/15/2003 0:00,4,2,2686
"Salt Springs Dr, 7300 blk - North of Colton Bluff Springs Rd",2916,3201,,,6117,8/24/2004 0:00,4,2,12238
"Salt Springs Dr, 7500 blk - South of Colton Bluff Spring Rd",2042,2581,,,4623,8/24/2004 0:00,4,2,9250
"Salt Springs Dr, 7500 blk - South of Colton Bluff Spring Rd",1518,1781,,,3299,5/6/2002 0:00,4,2,6602
"Samsung Blvd, 10000 blk - West of Long Day Dr",,,1043,1302,2345,3/4/2008 0:00,4,2,4694
"Samsung Blvd, 11100 blk - East of Long Day Dr",,,194,235,429,6/13/2005 0:00,4,2,862
"Samsung Blvd, 11400 blk - East of Long Day Dr",,,680,900,1580,3/4/2008 0:00,4,2,3164
"Samsung Blvd, 11400 blk - West of Long Day Dr",,,1515,2071,3586,2/12/2014 0:00,4,2,7176
"Samsung Blvd, 11400 blk - West of Long Voyage Dr",,,287,344,631,6/13/2005 0:00,4,2,1266
"Samsung Blvd, 11500 blk - North of Long Voyage Dr",1446,2032,,,3478,11/8/2010 0:00,4,2,6960
"Samsung Blvd, 11500 blk - South of E Braker Ln",886,1174,,,2060,3/4/2008 0:00,4,2,4124
"Samsung Blvd, 11700 blk - South of Parmer Lane (So.of DriveWay)",281,340,,,621,6/13/2005 0:00,4,2,1246
"Samsung Blvd, 11900 blk - South of Parmer Lane",449,527,,,976,6/13/2005 0:00,4,2,1956
"San Antonio St, 1200 blk - South of W. 13th St",1370,981,,,2351,9/28/2004 0:00,4,2,4706
"San Antonio St, 1300 blk - North of West 13th St",1176,1347,,,2523,11/7/2013 0:00,4,2,5050
"San Antonio St, 1900 blk - North of W. MLK Blvd",2868,n/a,,,2868,2/5/2008 0:00,4,2,5740
"San Antonio St, 200 blk - North of W. 2nd St",2282,3369,,,5651,1/21/2010 0:00,4,2,11306
"San Antonio St, 200 blk - South of W. 3rd St",1540,N/A,,,1540,9/28/2006 0:00,4,2,3084
"San Antonio St, 300 blk - North of W. 3rd St",1209,2093,,,3302,9/11/2006 0:00,4,2,6608
"San Gabriel St, 2500 blk - South of W. 26th St",1053,1159,,,2212,9/20/2004 0:00,4,2,4428
"San Gabriel St, 2800 blk - South of W 28 1/2 St",1043,296,,,1339,5/9/2007 0:00,4,2,2682
"San Gabriel St, 2800 blk - South of W. 29th St",747,288,,,1035,10/15/2003 0:00,4,2,2074
"San Jacinto Blvd, 1000 blk - North of E.  9th St                1-way SB",n/a,5559,,,5559,5/6/2003 0:00,4,2,11122
"San Jacinto Blvd, 1300 blk - South of E. 14th St               1-way SB",n/a,7745,,,7745,2/28/2005 0:00,4,2,15494
"San Jacinto Blvd, 1500 blk - North of East 15th St",,4715,,,4715,1/29/2014 0:00,4,2,9434
"San Jacinto Blvd, 1600 blk - North of East 16th St",,5110,,,5110,1/29/2014 0:00,4,2,10224
"San Jacinto Blvd, 1700 blk - North of East 17th St",,5947,,,5947,1/29/2014 0:00,4,2,11898
"San Jacinto Blvd, 1800 blk - North of East 18th St",,4172,,,4172,1/29/2014 0:00,4,2,8348
"San Jacinto St, 1300 blk - North of East 13th St",,5442,,,5442,4/7/2011 0:00,4,2,10888
"San Marcos St, 700 blk - North of East 7th St",339,257,,,596,9/27/2005 0:00,4,2,1196
"San Marcos St, 900 blk - North of East 9th St",280,248,,,528,9/27/2005 0:00,4,2,1060
"San Souci Place, 10600 blk - South of Sierra Tahoe",581,531,,,1112,4/1/2014 0:00,4,2,2228
"Sandfor Dr, 9300 blk - South of Firecrest",134,80,,,214,11/29/2007 0:00,4,2,432
"Sandfor Dr, 9400 blk - South of Crownspoint",375,440,,,815,11/29/2007 0:00,4,2,1634
"Sandshof Dr, 6500 blk - North of Moonglow Dr",625,662,,,1287,10/1/2013 0:00,4,2,2578
"Sandshof Dr, 6500 blk - North of Moonglow Dr",625,662,,,1287,10/1/2013 0:00,4,2,2578
"Santa Monica Dr, 3300 blk - South of Matador Dr",109,154,,,263,11/5/2008 0:00,4,2,530
"Sara Dr, 4900 blk - North of Spur St",1027,1003,,,2030,9/23/2013 0:00,4,2,4064
"Sara Dr, 4900 blk - North of Spur St",1027,1003,,,2030,9/23/2013 0:00,4,2,4064
"Scenic Brook Dr, 7100 blk - West of Oak Forest Ln",,,1089,1070,2159,2/29/2012 0:00,4,2,4322
"Scenic Dr, 1700 blk - North of Bridle Path",524,468,,,992,2/3/2003 0:00,4,2,1988
"Scenic Dr, 2200 blk - North of Stevenson Ave",116,104,,,220,2/3/2003 0:00,4,2,444
"Scenic Dr, 2600 blk - South of River Rd",269,148,,,417,6/25/2003 0:00,4,2,838
"Scenic Dr, 2700 blk - North of River Rd",249,269,,,518,6/25/2003 0:00,4,2,1040
"Scenic Dr, 2800 blk - South of Taylors Dr",310,268,,,578,2/3/2003 0:00,4,2,1160
"Scheider Dr, 1400 blk - East of Dessau Rd",,,480,331,811,12/9/2003 0:00,4,2,1626
"Schieffer Ave, 1700 blk - West of Crescent Dr",,,105,242,347,2/17/2010 0:00,4,2,698
"Schieffer Ave, 1900 blk - West of Airport Blvd",,,187,220,407,3/30/2004 0:00,4,2,818
"Schirra Place, 200 blk - West of Slayton Dr",,,61,64,125,6/23/2005 0:00,4,2,254
"Scofield Farms Dr, 12500 blk - South of Dappelgrey Ln",1413,1166,,,2579,5/9/2005 0:00,4,2,5162
"Scofield Farms Dr, 12500 blk - South of Dappelgrey Ln",1406,1212,,,2618,5/5/2004 0:00,4,2,5240
"Scofield Farms Dr, 12600 blk - North of Dappelgrey Ln",761,561,,,1322,5/9/2005 0:00,4,2,2648
"Scofield Farms Dr, 12600 blk - North of Dappelgrey Ln",746,587,,,1333,5/5/2004 0:00,4,2,2670
"Scofield Farms Dr, 12800 blk - North of Visalia Ln",687,508,,,1195,5/9/2005 0:00,4,2,2394
"Scofield Ln, 1800 blk - East of Rampart St",,,1679,1109,2788,1/14/2008 0:00,4,2,5580
"Scofield Ln, 2000 blk - East of Powderhorn St",,,714,690,1404,9/17/2007 0:00,4,2,2812
"Scofield Ln, 2000 blk - East of Turkey Run",,,650,672,1322,1/16/2008 0:00,4,2,2648
"Scofield Ridge Pkwy, 2100 blk - East of Lamplight Village Ave",,,3731,3685,7416,3/27/2007 0:00,4,2,14836
"Scofield Ridge Pkwy, 2200 blk - West of Lamplight Village Ave",,,3521,3537,7058,2/14/2008 0:00,4,2,14120
"Scofield Ridge Pkwy, 2200 blk - West of Lamplight Village Ave",,,3121,3108,6229,3/27/2007 0:00,4,2,12462
"Scotland Well Dr, 10500 blk - South of Caira Cove",4077,3500,,,7577,5/7/2002 0:00,4,2,15158
"Scotland Well Dr, 10900 blk - North of Tweed Berwick Dr",1577,1522,,,3099,5/7/2002 0:00,4,2,6202
"Scotland Well Dr, 11100 blk - South of Topridge Dr",1359,1137,,,2496,5/20/2003 0:00,4,2,4996
"Scotsman Dr, 9100 blk - East of Scotland Well Dr",,,377,416,793,12/16/2002 0:00,4,2,1590
"Scottish Pastures Dr, 8900 blk - South of Scottish Pastures Cove",96,57,,,153,1/9/2003 0:00,4,2,310
"Scottsdale Rd, 4300 blk - South of M.L.K. Blvd",314,270,,,584,4/28/2004 0:00,4,2,1172
"Scottsdale Rd, 4400 blk - South of Hillspring Circle",241,264,,,505,2/24/2014 0:00,4,2,1014
"Scout Island Circle North, 5700 blk - North of Scout Bluff",157,46,,,203,11/1/2001 0:00,4,2,410
"Scout Island Circle North, 5750 - North of Eagle Cliff",422,217,,,639,11/1/2001 0:00,4,2,1282
"Scribe Dr, 12200 blk - South of Peddle Path",297,240,,,537,2/28/2012 0:00,4,2,1078
"Scribe Drive, 12000 blk - East of Grimsley Drive",,,412,375,787,9/11/2012 0:00,4,2,1578
"Seminary Ridge Dr, 7900 blk - South of Brisbane Rd",1517,1247,,,2764,5/20/2002 0:00,4,2,5532
"Seminary Ridge Dr, 8100 blk - North of Gettsburg Dr",1327,1200,,,2527,9/9/2002 0:00,4,2,5058
"Seminary Ridge Dr, 8100 blk - North of Shiloh Dr",1270,1075,,,2345,9/9/2002 0:00,4,2,4694
"Seminary Ridge Dr, 8400 blk - North of Cameron Loop",961,813,,,1774,9/9/2002 0:00,4,2,3552
"Sendera Mesa Dr, 9000 blk - North of Raimes Run ",252,251,,,503,6/3/2004 0:00,4,2,1010
"Sendera Mesa Dr, 9100 blk -South of Raimes Run",671,746,,,1417,6/3/2004 0:00,4,2,2838
"Sendero Hills Pkwy, 5300 blk - Nortth of Agatha Circle",1230,1031,,,2261,5/3/2011 0:00,4,2,4526
"Sendero Hills Pkwy, 5300 blk - Nortth of Agatha Circle",1227,1088,,,2315,2/13/2012 0:00,4,2,4634
"Sendero Hills Pkwy, 5400 blk - North of Ava Ln",1187,982,,,2169,5/3/2011 0:00,4,2,4342
"Sendero Hills Pkwy, 5600 blk - Noth of Toscana Dr",978,734,,,1712,5/3/2011 0:00,4,2,3428
"Senderr Hills Pkwy, 6000 blk - North of Signal Point ",1051,908,,,1959,5/3/2011 0:00,4,2,3922
"Senderr Hills Pkwy, 6200 blk - North of Cordova Dr",1292,1162,,,2454,5/4/2011 0:00,4,2,4912
"Seton Ave, 2500 blk - At W. 25th St",867,545,,,1412,2/9/2006 0:00,4,2,2828
"Shag Bark Trail, 1600 blk - East of Running Bird Trail",1015,1092,,,2107,7/19/2005 0:00,4,2,4218
"Shag Bark Trail, 1700 blk - East of Shadyview Dr",983,1059,,,2042,7/19/2005 0:00,4,2,4088
"Shallot Way, 8400 blk - South of Chick Pea",283,304,,,587,2/26/2013 0:00,4,2,1178
"Shelby Ln, 800 blk - West of Weidemar Ln",,,947,1652,2599,4/24/2013 0:00,4,2,5202
"Sheraton Ave, 300 blk - East of Greenridge",,,1170,841,2011,9/18/2013 0:00,4,2,4026
"Sheraton Ave, 300 blk - East of Greenridge Pkwy",,,1170,841,2011,9/18/2013 0:00,4,2,4026
"Sheraton Ave, 300 blk - West of Greenridge Pkwy",,,1177,831,2008,4/22/2013 0:00,4,2,4020
"Shiloh Dr, 2000 blk - West of Manchaca Rd",,,832,818,1650,9/9/2002 0:00,4,2,3304
"Shiloh Dr, 2100 blk - West of Manassas Dr",,,419,501,920,9/9/2002 0:00,4,2,1844
"Shiloh Dr, 2600 blk - East of Seminary Ridge",,,376,467,843,9/9/2002 0:00,4,2,1690
"Shoal Creek Blvd, 3900 blk - South of W 39 1/2 St",2104,2776,,,4880,5/10/2007 0:00,4,2,9764
"Shoal Creek Blvd, 4600 blk - North of W. 46th St",1906,2037,,,3943,1/28/2008 0:00,4,2,7890
"Shoal Creek Blvd, 4600 blk - North of W. 46th St",2314,2385,,,4699,3/6/2002 0:00,4,2,9402
"Shoal Creek Blvd, 4900 blk - North of W. 49th St",1830,1726,,,3556,1/28/2008 0:00,4,2,7116
"Shoal Creek Blvd, 4900 blk - North of W. 49th St",1773,2246,,,4019,2/16/2005 0:00,4,2,8042
"Shoal Creek Blvd, 5500 blk - South of Shoal Edge",2644,3023,,,5667,9/11/2012 0:00,4,2,11338
"Shoal Creek Blvd, 5600 blk - South of Allendale",2674,2858,,,5532,9/18/2012 0:00,4,2,11068
"Shoal Creek Blvd, 6400 blk - South of Hunt Trail",2357,2014,,,4371,2/16/2005 0:00,4,2,8746
"Shoal Creek Blvd, 7400 blk - South of Silverleaf Dr",2749,3035,,,5784,2/16/2005 0:00,4,2,11572
"Shoal Creek Blvd, 8300 blk - North of BMC north driveway",3039,2587,,,5626,5/24/2010 0:00,4,2,11256
"Shoal Creek Blvd, 8300 blk - North of BMC north driveway",3535,2754,,,6289,4/10/2007 0:00,4,2,12582
"Shoal Creek Blvd, 8800 blk - South of Moss Rock Dr",2637,1731,,,4368,5/24/2010 0:00,4,2,8740
"Shoal Creek Blvd, 8800 blk - South of Moss Rock Dr",2921,1828,,,4749,4/10/2007 0:00,4,2,9502
"Shoalmont Ave, 2200 blk - East of Shoalwood Ave",,,261,258,519,4/17/2013 0:00,4,2,1042
"Shoalmont Dr, 2400 blk - West of Woodview Ave",,,392,160,552,8/14/2008 0:00,4,2,1108
"Shoalmont Drive, 2200 blk - East of Shoalwood Avenue",,,249,236,485,9/11/2012 0:00,4,2,974
"Shoalwood Ave, 4300 blk - North of West 43rd St",88,104,,,192,5/29/2008 0:00,4,2,388
"Shoalwood Ave, 4500 blk - North of West 45th St",205,68,,,273,5/29/2014 0:00,4,2,550
"Shoalwood Ave, 4600 blk - South of West 47th St",99,96,,,195,1/28/2008 0:00,4,2,394
"Shoalwood Ave, 5800 blk - South of Koenig Lane",163,191,,,354,9/18/2012 0:00,4,2,712
"Shoalwood Ave, 6000 blk - South of White Rock Dr",84,95,,,179,10/26/2004 0:00,4,2,362
"Sierra Nevada, 10800 blk - West of Sierra Verde",,,232,243,475,10/18/2012 0:00,4,2,954
"Silk Oak, 3300 blk - West of Tea Rose Trl",,,974,990,1964,11/29/2007 0:00,4,2,3932
"Silkgrass Bend, 3300 blk - East of Kangaroo Ln",,,53,51,104,1/23/2008 0:00,4,2,212
"Silver Spur, 12500 blk - North of Parmer Ln",153,107,,,260,1/16/2008 0:00,4,2,524
"Silvermine Dr, 6700 blk - North of Raccoon Run",1169,1121,,,2290,3/26/2002 0:00,4,2,4584
"Silvermine Dr, 6900 blk - North of Mescalero Dr",905,931,,,1836,3/26/2002 0:00,4,2,3676
"Silvermine Dr, 7200 blk - North of Red Willow Dr",738,665,,,1403,3/26/2002 0:00,4,2,2810
"Sinclair Ave, 4600 blk - North of West 46th St",107,94,,,201,1/28/2008 0:00,4,2,406
"Singletree Ave, 2200 blk - East of Copper Cliff Ave",,,375,521,896,1/16/2008 0:00,4,2,1796
